,0
1415,2542
5172,2543
2205,2544
3427,2545
3871,2546
2443,2547
5036,2548
2133,2549
619,2550
5818,2551
223,2552
139,2553
3869,2554
562,2555
471,2556
1143,2557
5583,2558
754,2559
2269,2560
1172,2561
2627,2562
1123,2563
2471,2564
3043,2565
1642,2566
2861,2567
3633,2568
2832,2569
1492,2570
3471,2571
2634,2572
1740,2573
2630,2574
2540,2575
485,2576
1625,2577
4412,2578
3529,2579
1626,2580
2609,2581
2666,2582
1466,2583
2188,2584
4633,2585
1281,2586
5129,2587
4284,2588
3974,2589
3581,2590
5701,2591
4637,2592
4729,2593
4880,2594
2348,2595
3254,2596
1023,2597
429,2598
4382,2599
4688,2600
175,2601
5092,2602
4159,2603
5093,2604
1257,2605
4252,2606
3556,2607
1243,2608
937,2609
1079,2610
3570,2611
609,2612
5137,2613
4725,2614
2046,2615
5506,2616
3544,2617
3753,2618
533,2619
1962,2620
5343,2621
4418,2622
3268,2623
2339,2624
282,2625
5022,2626
917,2627
2531,2628
929,2629
4949,2630
881,2631
2083,2632
5843,2633
1654,2634
4929,2635
1304,2636
4262,2637
4368,2638
590,2639
1674,2640
4717,2641
5625,2642
1889,2643
4793,2644
1930,2645
5193,2646
2117,2647
210,2648
4713,2649
1370,2650
1348,2651
1356,2652
4513,2653
4058,2654
2951,2655
1264,2656
5541,2657
648,2658
5798,2659
2045,2660
2278,2661
659,2662
647,2663
2070,2664
4446,2665
3106,2666
5726,2667
5167,2668
1242,2669
5799,2670
4699,2671
2870,2672
3854,2673
1983,2674
3076,2675
1474,2676
5187,2677
2942,2678
3360,2679
4650,2680
4642,2681
4261,2682
2008,2683
2179,2684
2489,2685
2128,2686
4240,2687
319,2688
4371,2689
4287,2690
2723,2691
3754,2692
1821,2693
1494,2694
1357,2695
3677,2696
2230,2697
83,2698
1244,2699
5777,2700
2336,2701
2335,2702
3238,2703
149,2704
753,2705
661,2706
3857,2707
3034,2708
626,2709
2589,2710
3874,2711
804,2712
1946,2713
4328,2714
587,2715
890,2716
5685,2717
3766,2718
4309,2719
4285,2720
3219,2721
5359,2722
5357,2723
5356,2724
5447,2725
2426,2726
1607,2727
1252,2728
3609,2729
1875,2730
602,2731
4884,2732
2888,2733
4453,2734
468,2735
5451,2736
4242,2737
5477,2738
2659,2739
1054,2740
2170,2741
2784,2742
4767,2743
4800,2744
3484,2745
779,2746
4738,2747
2663,2748
618,2749
153,2750
2885,2751
2077,2752
2698,2753
2405,2754
758,2755
132,2756
160,2757
1940,2758
1786,2759
5127,2760
197,2761
4399,2762
199,2763
4231,2764
4216,2765
3381,2766
4220,2767
1465,2768
4067,2769
4066,2770
2492,2771
5734,2772
743,2773
5160,2774
5012,2775
389,2776
2571,2777
375,2778
2801,2779
4636,2780
5319,2781
525,2782
5679,2783
426,2784
3660,2785
760,2786
582,2787
3780,2788
1391,2789
924,2790
2413,2791
1763,2792
4982,2793
1820,2794
3474,2795
5276,2796
336,2797
5079,2798
1764,2799
3688,2800
1324,2801
1818,2802
5076,2803
1860,2804
2948,2805
445,2806
3195,2807
443,2808
1453,2809
179,2810
2912,2811
669,2812
4634,2813
549,2814
5700,2815
3015,2816
1606,2817
5824,2818
1639,2819
5246,2820
5792,2821
1846,2822
5838,2823
2015,2824
4008,2825
1514,2826
3483,2827
5170,2828
3252,2829
566,2830
3845,2831
1265,2832
1141,2833
5004,2834
4491,2835
5510,2836
810,2837
3839,2838
811,2839
1676,2840
5348,2841
167,2842
217,2843
2598,2844
1308,2845
25,2846
4221,2847
4761,2848
5415,2849
3323,2850
4068,2851
4704,2852
3535,2853
1691,2854
922,2855
1692,2856
408,2857
1916,2858
5602,2859
4318,2860
945,2861
1438,2862
1677,2863
5486,2864
685,2865
4155,2866
5872,2867
1503,2868
5334,2869
1658,2870
276,2871
185,2872
5386,2873
1814,2874
3338,2875
2913,2876
1735,2877
3337,2878
2790,2879
4327,2880
5651,2881
1334,2882
2709,2883
867,2884
863,2885
3444,2886
3417,2887
5676,2888
5108,2889
5310,2890
4995,2891
5736,2892
5800,2893
4250,2894
5550,2895
3362,2896
4259,2897
3032,2898
3727,2899
3196,2900
2169,2901
2392,2902
5526,2903
1041,2904
2393,2905
1397,2906
1451,2907
1684,2908
5832,2909
747,2910
1739,2911
1866,2912
1864,2913
4871,2914
1797,2915
134,2916
5608,2917
546,2918
3799,2919
4531,2920
4165,2921
1992,2922
1902,2923
1036,2924
5813,2925
1629,2926
4928,2927
1035,2928
797,2929
1935,2930
1038,2931
4676,2932
1886,2933
3321,2934
63,2935
4897,2936
4325,2937
4324,2938
2243,2939
4323,2940
2949,2941
2857,2942
4319,2943
3791,2944
422,2945
2876,2946
1237,2947
2158,2948
5104,2949
1261,2950
216,2951
2343,2952
787,2953
1327,2954
39,2955
5805,2956
5802,2957
1855,2958
4511,2959
2771,2960
500,2961
2229,2962
3997,2963
4362,2964
5260,2965
3694,2966
895,2967
4476,2968
5476,2969
4239,2970
520,2971
1747,2972
3020,2973
675,2974
4126,2975
3329,2976
4891,2977
3205,2978
3328,2979
3095,2980
3189,2981
3050,2982
3046,2983
5595,2984
320,2985
4896,2986
5508,2987
651,2988
4248,2989
4466,2990
5536,2991
5234,2992
5233,2993
3627,2994
3215,2995
1837,2996
4101,2997
5837,2998
5847,2999
2004,3000
1757,3001
2836,3002
4150,3003
5781,3004
5300,3005
4097,3006
1695,3007
2174,3008
220,3009
2637,3010
5615,3011
42,3012
2970,3013
5154,3014
5703,3015
4763,3016
26,3017
642,3018
3185,3019
3670,3020
2772,3021
2770,3022
3961,3023
3866,3024
3175,3025
3865,3026
2406,3027
1300,3028
154,3029
2991,3030
1450,3031
983,3032
5407,3033
2397,3034
4043,3035
5853,3036
5874,3037
1145,3038
1152,3039
2252,3040
604,3041
2509,3042
1336,3043
3500,3044
4919,3045
1163,3046
4966,3047
2750,3048
1064,3049
3151,3050
3513,3051
2109,3052
2090,3053
2093,3054
2467,3055
3872,3056
2002,3057
1089,3058
1729,3059
5646,3060
3112,3061
41,3062
3472,3063
2652,3064
3804,3065
350,3066
703,3067
5782,3068
3489,3069
2769,3070
5590,3071
4583,3072
5524,3073
1051,3074
1565,3075
5307,3076
1824,3077
2333,3078
4273,3079
2344,3080
1245,3081
973,3082
2025,3083
2911,3084
5239,3085
5240,3086
4358,3087
762,3088
3313,3089
1602,3090
4026,3091
4139,3092
1286,3093
2702,3094
1852,3095
1457,3096
3990,3097
1819,3098
1442,3099
3141,3100
3131,3101
3153,3102
864,3103
3703,3104
2534,3105
3339,3106
588,3107
639,3108
1527,3109
3549,3110
3798,3111
4317,3112
4900,3113
4932,3114
1209,3115
4203,3116
496,3117
579,3118
4933,3119
683,3120
2874,3121
5388,3122
305,3123
222,3124
4979,3125
4971,3126
173,3127
2182,3128
3461,3129
5780,3130
2064,3131
3302,3132
306,3133
3358,3134
1932,3135
4182,3136
3746,3137
5662,3138
5520,3139
3590,3140
3751,3141
4260,3142
556,3143
3139,3144
4794,3145
816,3146
5213,3147
347,3148
1447,3149
4258,3150
3691,3151
1755,3152
4959,3153
4777,3154
1219,3155
3224,3156
3225,3157
3226,3158
2436,3159
986,3160
4012,3161
113,3162
1416,3163
2982,3164
2552,3165
2429,3166
1495,3167
136,3168
3846,3169
265,3170
2692,3171
67,3172
5807,3173
2079,3174
2222,3175
2643,3176
4525,3177
5702,3178
266,3179
1749,3180
2231,3181
2152,3182
2151,3183
872,3184
3476,3185
5117,3186
2168,3187
2476,3188
516,3189
4493,3190
523,3191
3081,3192
4447,3193
967,3194
2960,3195
1841,3196
1791,3197
3054,3198
1000,3199
690,3200
1891,3201
2488,3202
5046,3203
187,3204
3548,3205
856,3206
2624,3207
643,3208
3583,3209
3811,3210
1321,3211
2737,3212
316,3213
337,3214
4917,3215
2623,3216
4745,3217
2501,3218
827,3219
2396,3220
5710,3221
4438,3222
2523,3223
2305,3224
1290,3225
144,3226
211,3227
5561,3228
1892,3229
157,3230
1831,3231
3038,3232
3058,3233
5763,3234
1306,3235
263,3236
5196,3237
2883,3238
4264,3239
1443,3240
1030,3241
5729,3242
3272,3243
658,3244
2352,3245
1645,3246
880,3247
1475,3248
3816,3249
1139,3250
4417,3251
899,3252
358,3253
1816,3254
3026,3255
5274,3256
1680,3257
563,3258
1862,3259
313,3260
854,3261
252,3262
5375,3263
833,3264
396,3265
5235,3266
2682,3267
4096,3268
1189,3269
2474,3270
5355,3271
2176,3272
5819,3273
2906,3274
3818,3275
3819,3276
4719,3277
4728,3278
1140,3279
4092,3280
4760,3281
751,3282
4722,3283
296,3284
5821,3285
5291,3286
5059,3287
2825,3288
2828,3289
5391,3290
2827,3291
5752,3292
156,3293
3398,3294
3827,3295
3435,3296
4272,3297
3440,3298
3443,3299
3632,3300
847,3301
4472,3302
2556,3303
2971,3304
1164,3305
3755,3306
4331,3307
4269,3308
80,3309
5723,3310
5628,3311
5868,3312
5610,3313
5337,3314
3004,3315
33,3316
536,3317
3715,3318
5709,3319
2569,3320
4370,3321
1427,3322
126,3323
1426,3324
1425,3325
5489,3326
3832,3327
628,3328
3068,3329
3973,3330
2346,3331
1959,3332
5064,3333
3176,3334
102,3335
5039,3336
3877,3337
1874,3338
3701,3339
450,3340
1568,3341
3598,3342
4338,3343
1539,3344
2639,3345
2398,3346
1536,3347
4534,3348
89,3349
502,3350
4860,3351
4809,3352
4544,3353
2062,3354
5814,3355
2697,3356
5298,3357
1723,3358
1216,3359
5020,3360
5668,3361
4693,3362
5747,3363
5069,3364
1142,3365
593,3366
5654,3367
5823,3368
597,3369
2438,3370
2615,3371
3533,3372
5480,3373
4542,3374
5003,3375
5479,3376
4439,3377
4986,3378
5168,3379
4441,3380
901,3381
3194,3382
4312,3383
1734,3384
1478,3385
3025,3386
1566,3387
1361,3388
4450,3389
5711,3390
420,3391
4812,3392
978,3393
1945,3394
1236,3395
855,3396
785,3397
302,3398
4263,3399
530,3400
291,3401
4893,3402
90,3403
5362,3404
3785,3405
5806,3406
4271,3407
2895,3408
4454,3409
1018,3410
1486,3411
1487,3412
1464,3413
5158,3414
4737,3415
4736,3416
5712,3417
218,3418
2383,3419
3414,3420
4649,3421
2675,3422
5403,3423
473,3424
1032,3425
5053,3426
1822,3427
4422,3428
228,3429
1232,3430
4647,3431
2225,3432
601,3433
497,3434
2776,3435
1108,3436
2713,3437
670,3438
666,3439
2871,3440
1274,3441
5155,3442
3326,3443
3564,3444
1366,3445
4087,3446
2033,3447
3496,3448
4071,3449
4759,3450
2717,3451
974,3452
3847,3453
4039,3454
4669,3455
1756,3456
1560,3457
2689,3458
3851,3459
3634,3460
2746,3461
4993,3462
2599,3463
2798,3464
4984,3465
1597,3466
3710,3467
2312,3468
2313,3469
873,3470
3722,3471
1295,3472
3600,3473
729,3474
1833,3475
1573,3476
5024,3477
1574,3478
3485,3479
1098,3480
3,3481
5287,3482
3662,3483
2459,3484
5795,3485
1431,3486
1693,3487
2504,3488
5769,3489
5425,3490
219,3491
2061,3492
802,3493
5389,3494
5392,3495
4498,3496
4709,3497
59,3498
4712,3499
91,3500
3477,3501
1406,3502
2826,3503
4062,3504
2171,3505
4381,3506
3737,3507
4480,3508
961,3509
755,3510
2959,3511
795,3512
3540,3513
5435,3514
532,3515
434,3516
3042,3517
5299,3518
1399,3519
207,3520
3654,3521
5692,3522
908,3523
4169,3524
902,3525
127,3526
3486,3527
554,3528
1095,3529
270,3530
5659,3531
5261,3532
279,3533
705,3534
5650,3535
469,3536
2047,3537
3858,3538
4961,3539
4778,3540
796,3541
2814,3542
330,3543
4662,3544
5622,3545
188,3546
4774,3547
3432,3548
2891,3549
3907,3550
2877,3551
5211,3552
5762,3553
4363,3554
5162,3555
4176,3556
3167,3557
4432,3558
3480,3559
382,3560
248,3561
1525,3562
1226,3563
295,3564
5390,3565
1679,3566
4985,3567
1807,3568
285,3569
1836,3570
5596,3571
4783,3572
3378,3573
5544,3574
5459,3575
4577,3576
5753,3577
2526,3578
5493,3579
360,3580
3407,3581
4955,3582
4411,3583
3075,3584
1885,3585
3237,3586
5471,3587
4106,3588
2925,3589
1016,3590
2619,3591
2656,3592
1978,3593
4445,3594
2317,3595
4802,3596
1775,3597
4521,3598
1266,3599
3080,3600
4364,3601
1344,3602
196,3603
5563,3604
1273,3605
3033,3606
5443,3607
857,3608
5255,3609
5831,3610
1777,3611
4430,3612
3037,3613
5017,3614
3213,3615
2400,3616
381,3617
3027,3618
5115,3619
4270,3620
1367,3621
3274,3622
1369,3623
3091,3624
3275,3625
4696,3626
4735,3627
311,3628
3711,3629
2260,3630
5200,3631
1231,3632
1362,3633
3502,3634
2417,3635
4234,3636
630,3637
629,3638
540,3639
4112,3640
1276,3641
1333,3642
5836,3643
5514,3644
4788,3645
1581,3646
612,3647
2445,3648
3250,3649
2662,3650
5028,3651
4302,3652
4293,3653
2661,3654
1804,3655
2076,3656
4894,3657
3553,3658
5452,3659
545,3660
3541,3661
1097,3662
1092,3663
1099,3664
403,3665
5171,3666
3411,3667
186,3668
5026,3669
2233,3670
5875,3671
5785,3672
2014,3673
4014,3674
5434,3675
763,3676
297,3677
3922,3678
2499,3679
1285,3680
255,3681
3821,3682
4850,3683
2427,3684
5632,3685
5573,3686
1094,3687
4976,3688
4797,3689
3021,3690
1989,3691
1650,3692
269,3693
3985,3694
5543,3695
1067,3696
2409,3697
5637,3698
4790,3699
3493,3700
3514,3701
1768,3702
4806,3703
383,3704
1547,3705
2483,3706
5472,3707
4397,3708
406,3709
964,3710
3906,3711
2072,3712
177,3713
644,3714
2246,3715
616,3716
5354,3717
5034,3718
4910,3719
289,3720
368,3721
798,3722
1784,3723
1149,3724
4355,3725
3680,3726
4813,3727
4340,3728
1517,3729
4505,3730
1605,3731
4145,3732
4711,3733
4442,3734
5227,3735
2892,3736
2688,3737
512,3738
5678,3739
2100,3740
577,3741
4219,3742
3019,3743
2355,3744
486,3745
2034,3746
60,3747
4185,3748
1429,3749
5226,3750
4054,3751
3029,3752
3211,3753
5113,3754
1313,3755
946,3756
5336,3757
5639,3758
1842,3759
2031,3760
1598,3761
1253,3762
2535,3763
585,3764
5790,3765
4992,3766
1746,3767
436,3768
3305,3769
2677,3770
3497,3771
1847,3772
4697,3773
1805,3774
953,3775
1509,3776
3602,3777
5148,3778
5796,3779
5744,3780
4628,3781
3222,3782
969,3783
3840,3784
14,3785
1803,3786
1496,3787
897,3788
3714,3789
5603,3790
3940,3791
1174,3792
3783,3793
5056,3794
1541,3795
4226,3796
541,3797
1043,3798
594,3799
32,3800
5364,3801
145,3802
5263,3803
2761,3804
5464,3805
5745,3806
166,3807
560,3808
5587,3809
5817,3810
4059,3811
3377,3812
2962,3813
1538,3814
1027,3815
3363,3816
1759,3817
2514,3818
1760,3819
5025,3820
3825,3821
5365,3822
5658,3823
1582,3824
5352,3825
3612,3826
1641,3827
4103,3828
2463,3829
5067,3830
4751,3831
5027,3832
5273,3833
3374,3834
870,3835
437,3836
2667,3837
3279,3838
1396,3839
1395,3840
2465,3841
2964,3842
4379,3843
852,3844
5122,3845
3223,3846
5522,3847
5801,3848
799,3849
3595,3850
4320,3851
3490,3852
4374,3853
2950,3854
3666,3855
4321,3856
1296,3857
2510,3858
656,3859
3364,3860
976,3861
2714,3862
2718,3863
1523,3864
3772,3865
608,3866
5350,3867
4003,3868
5121,3869
4841,3870
4413,3871
4861,3872
524,3873
3000,3874
3016,3875
5335,3876
4114,3877
1380,3878
4934,3879
1383,3880
4188,3881
3682,3882
1844,3883
2068,3884
4698,3885
2561,3886
1780,3887
1531,3888
4136,3889
3429,3890
201,3891
5779,3892
3905,3893
3580,3894
4836,3895
652,3896
1561,3897
531,3898
2815,3899
1678,3900
2782,3901
2300,3902
2498,3903
1315,3904
416,3905
4968,3906
2172,3907
1901,3908
2715,3909
4105,3910
1469,3911
2512,3912
954,3913
2357,3914
2940,3915
2614,3916
21,3917
1337,3918
1220,3919
2973,3920
2276,3921
1198,3922
2551,3923
3465,3924
757,3925
5532,3926
4957,3927
492,3928
1005,3929
2537,3930
1218,3931
722,3932
5065,3933
2505,3934
3431,3935
3617,3936
4538,3937
3685,3938
4825,3939
1575,3940
100,3941
617,3942
4640,3943
2254,3944
453,3945
2549,3946
5095,3947
2249,3948
4918,3949
735,3950
3265,3951
5768,3952
768,3953
2279,3954
773,3955
2369,3956
3761,3957
476,3958
1556,3959
3976,3960
4874,3961
4489,3962
2594,3963
4005,3964
5110,3965
2420,3966
418,3967
1585,3968
2017,3969
3214,3970
1633,3971
3125,3972
1936,3973
5491,3974
914,3975
3637,3976
1338,3977
1751,3978
2294,3979
168,3980
5839,3981
1119,3982
4387,3983
312,3984
691,3985
2451,3986
385,3987
142,3988
401,3989
141,3990
2311,3991
4828,3992
5296,3993
5138,3994
4069,3995
4049,3996
1738,3997
5101,3998
1544,3999
1343,4000
3599,4001
5286,4002
1515,4003
2699,4004
731,4005
592,4006
2591,4007
5140,4008
428,4009
1564,4010
4540,4011
5548,4012
1801,4013
251,4014
5661,4015
999,4016
4848,4017
3412,4018
425,4019
3644,4020
3439,4021
3713,4022
829,4023
5720,4024
128,4025
140,4026
5833,4027
2584,4028
4845,4029
5642,4030
5448,4031
4455,4032
5730,4033
3552,4034
292,4035
3479,4036
1569,4037
2044,4038
1705,4039
3356,4040
5746,4041
1058,4042
1668,4043
293,4044
823,4045
5866,4046
4006,4047
5539,4048
5538,4049
2490,4050
5540,4051
2520,4052
748,4053
71,4054
4743,4055
5009,4056
746,4057
834,4058
131,4059
5497,4060
2331,4061
5500,4062
1120,4063
2155,4064
5277,4065
1070,4066
3341,4067
3545,4068
825,4069
5649,4070
951,4071
2881,4072
2882,4073
4686,4074
5860,4075
2865,4076
343,4077
3941,4078
392,4079
3449,4080
2735,4081
491,4082
4212,4083
3537,4084
5283,4085
1861,4086
5876,4087
1084,4088
990,4089
586,4090
3975,4091
2858,4092
3650,4093
88,4094
1673,4095
1293,4096
2460,4097
4104,4098
5778,4099
2245,4100
135,4101
4715,4102
5099,4103
5224,4104
4776,4105
3240,4106
3965,4107
1879,4108
55,4109
1873,4110
1872,4111
3888,4112
5719,4113
3861,4114
730,4115
3762,4116
215,4117
5749,4118
915,4119
487,4120
294,4121
2367,4122
4974,4123
2244,4124
4519,4125
2587,4126
1703,4127
2341,4128
2206,4129
1698,4130
5342,4131
3908,4132
3638,4133
5086,4134
547,4135
3376,4136
1009,4137
3784,4138
1510,4139
1826,4140
3898,4141
3258,4142
2162,4143
5742,4144
246,4145
1462,4146
707,4147
183,4148
2953,4149
2524,4150
4337,4151
3771,4152
2446,4153
5764,4154
124,4155
3824,4156
3260,4157
1033,4158
3787,4159
5141,4160
5143,4161
2808,4162
2154,4163
2955,4164
1205,4165
1794,4166
4135,4167
3400,4168
5282,4169
2304,4170
2303,4171
3368,4172
3155,4173
2292,4174
3909,4175
116,4176
1551,4177
4452,4178
1248,4179
5315,4180
1463,4181
4977,4182
410,4183
125,4184
2833,4185
1542,4186
5758,4187
66,4188
5591,4189
1381,4190
5718,4191
3823,4192
5398,4193
911,4194
7,4195
2756,4196
1897,4197
1403,4198
479,4199
3837,4200
989,4201
1229,4202
3577,4203
3453,4204
1615,4205
2996,4206
2586,4207
3881,4208
5006,4209
4132,4210
2048,4211
4131,4212
3056,4213
3555,4214
2332,4215
4665,4216
3882,4217
2211,4218
2210,4219
4980,4220
6,4221
2216,4222
764,4223
4266,4224
4282,4225
4281,4226
1186,4227
1781,4228
3345,4229
868,4230
5517,4231
2575,4232
5318,4233
2574,4234
2517,4235
4998,4236
3083,4237
4479,4238
4156,4239
3744,4240
5405,4241
5048,4242
273,4243
2457,4244
3613,4245
4547,4246
674,4247
4193,4248
4879,4249
280,4250
1183,4251
740,4252
4194,4253
1762,4254
5697,4255
4190,4256
4815,4257
4235,4258
887,4259
5349,4260
1078,4261
435,4262
759,4263
4117,4264
3616,4265
5293,4266
121,4267
5077,4268
3147,4269
3143,4270
4517,4271
2880,4272
2506,4273
5721,4274
2132,4275
2137,4276
4373,4277
2200,4278
335,4279
1765,4280
1311,4281
5289,4282
728,4283
4274,4284
4872,4285
5279,4286
1473,4287
2411,4288
5218,4289
949,4290
361,4291
5351,4292
3093,4293
5441,4294
5731,4295
4807,4296
2497,4297
465,4298
4795,4299
1113,4300
3409,4301
2264,4302
2695,4303
2486,4304
771,4305
4875,4306
3867,4307
4322,4308
4010,4309
4471,4310
1548,4311
5515,4312
2466,4313
716,4314
844,4315
3228,4316
5094,4317
94,4318
1558,4319
5634,4320
2389,4321
1915,4322
3741,4323
1173,4324
393,4325
388,4326
5695,4327
3347,4328
3346,4329
2142,4330
4011,4331
13,4332
11,4333
15,4334
928,4335
247,4336
4690,4337
1147,4338
3587,4339
1404,4340
1167,4341
5612,4342
3065,4343
2515,4344
930,4345
3104,4346
2919,4347
853,4348
3458,4349
770,4350
2532,4351
277,4352
2484,4353
2301,4354
4964,4355
5609,4356
3648,4357
1200,4358
820,4359
822,4360
4308,4361
5106,4362
3763,4363
3566,4364
3910,4365
752,4366
1297,4367
1275,4368
2084,4369
323,4370
5278,4371
2283,4372
2965,4373
875,4374
1003,4375
4440,4376
5733,4377
515,4378
5317,4379
2724,4380
2759,4381
1176,4382
107,4383
5302,4384
3989,4385
1938,4386
1637,4387
3482,4388
1843,4389
1965,4390
2889,4391
286,4392
2848,4393
3964,4394
4506,4395
3800,4396
3721,4397
3826,4398
2394,4399
2131,4400
5791,4401
4179,4402
4645,4403
1060,4404
2039,4405
1991,4406
5216,4407
2851,4408
1502,4409
1430,4410
3187,4411
600,4412
4873,4413
4870,4414
2287,4415
4217,4416
1371,4417
1567,4418
2683,4419
2685,4420
5613,4421
2507,4422
726,4423
1093,4424
558,4425
5586,4426
5585,4427
1505,4428
5142,4429
2744,4430
5280,4431
5281,4432
3097,4433
3928,4434
1133,4435
2576,4436
821,4437
1726,4438
3307,4439
1118,4440
1170,4441
1168,4442
3789,4443
5521,4444
5054,4445
3574,4446
513,4447
4757,4448
4997,4449
3652,4450
3122,4451
2011,4452
4940,4453
5461,4454
1610,4455
3769,4456
750,4457
5374,4458
5366,4459
5369,4460
5370,4461
851,4462
2421,4463
2579,4464
1488,4465
1201,4466
5546,4467
5439,4468
1389,4469
3128,4470
3183,4471
3184,4472
212,4473
3885,4474
2503,4475
379,4476
828,4477
5330,4478
5329,4479
2530,4480
3216,4481
1630,4482
4140,4483
3689,4484
4121,4485
2437,4486
5007,4487
5793,4488
550,4489
3679,4490
2563,4491
3842,4492
800,4493
387,4494
3695,4495
2869,4496
3481,4497
4186,4498
5849,4499
1192,4500
839,4501
2568,4502
3306,4503
5468,4504
4107,4505
2085,4506
2094,4507
3950,4508
2186,4509
2777,4510
5623,4511
4817,4512
5205,4513
4818,4514
1939,4515
1269,4516
893,4517
1632,4518
2544,4519
3884,4520
1549,4521
1977,4522
5607,4523
5083,4524
4820,4525
818,4526
4268,4527
1215,4528
4862,4529
1685,4530
3962,4531
636,4532
3653,4533
2202,4534
2616,4535
1857,4536
3705,4537
5131,4538
446,4539
4111,4540
4316,4541
2947,4542
1717,4543
4398,4544
5674,4545
2257,4546
573,4547
1439,4548
5266,4549
2060,4550
4102,4551
3786,4552
1482,4553
4294,4554
4529,4555
3829,4556
1388,4557
480,4558
4120,4559
3012,4560
5438,4561
2129,4562
3335,4563
245,4564
5230,4565
1904,4566
112,4567
3406,4568
4916,4569
3171,4570
5219,4571
742,4572
51,4573
490,4574
835,4575
5681,4576
176,4577
182,4578
3232,4579
2753,4580
2625,4581
5455,4582
1718,4583
1737,4584
1823,4585
5130,4586
3017,4587
4138,4588
2607,4589
5139,4590
916,4591
1543,4592
1638,4593
4798,4594
1802,4595
1868,4596
5245,4597
3971,4598
5075,4599
329,4600
4356,4601
2201,4602
2204,4603
3994,4604
2175,4605
1199,4606
655,4607
859,4608
4243,4609
225,4610
1635,4611
4747,4612
741,4613
3475,4614
5404,4615
3408,4616
4956,4617
2378,4618
3646,4619
3984,4620
3030,4621
3013,4622
1272,4623
4672,4624
4051,4625
1506,4626
2758,4627
3543,4628
632,4629
631,4630
2078,4631
463,4632
339,4633
1863,4634
2676,4635
1428,4636
452,4637
4707,4638
5176,4639
19,4640
3530,4641
4118,4642
5326,4643
2449,4644
2580,4645
2141,4646
1588,4647
2073,4648
1088,4649
952,4650
3174,4651
3319,4652
2028,4653
4638,4654
3343,4655
3796,4656
2309,4657
1460,4658
4926,4659
3981,4660
5499,4661
488,4662
3375,4663
3934,4664
3875,4665
5252,4666
4779,4667
2795,4668
2511,4669
2664,4670
261,4671
3114,4672
4816,4673
2295,4674
3770,4675
5682,4676
267,4677
1617,4678
3641,4679
5217,4680
2875,4681
3892,4682
5208,4683
2518,4684
1072,4685
5828,4686
1180,4687
5327,4688
4996,4689
4837,4690
3814,4691
137,4692
275,4693
552,4694
84,4695
3576,4696
2270,4697
340,4698
5091,4699
2091,4700
2543,4701
5614,4702
2340,4703
2330,4704
2329,4705
3074,4706
5456,4707
2103,4708
1448,4709
3939,4710
354,4711
5087,4712
5412,4713
657,4714
1540,4715
5175,4716
4673,4717
5657,4718
4744,4719
837,4720
4846,4721
4855,4722
412,4723
18,4724
2167,4725
2183,4726
3873,4727
5453,4728
5290,4729
1489,4730
5098,4731
2063,4732
1423,4733
27,4734
4914,4735
5284,4736
3696,4737
2127,4738
1750,4739
1622,4740
3621,4741
1522,4742
76,4743
2823,4744
4230,4745
4295,4746
932,4747
4963,4748
1015,4749
2578,4750
2547,4751
4661,4752
3124,4753
2720,4754
5183,4755
1239,4756
1238,4757
1730,4758
5089,4759
3956,4760
327,4761
3573,4762
2545,4763
3678,4764
673,4765
2166,4766
739,4767
684,4768
2098,4769
720,4770
5295,4771
3229,4772
2067,4773
668,4774
5360,4775
3526,4776
2597,4777
2873,4778
1251,4779
925,4780
1748,4781
2918,4782
5008,4783
1620,4784
1613,4785
3618,4786
5513,4787
3144,4788
5689,4789
4458,4790
5581,4791
47,4792
481,4793
5136,4794
5825,4795
5378,4796
1526,4797
5675,4798
3234,4799
3852,4800
3445,4801
5600,4802
143,4803
4718,4804
3173,4805
4052,4806
4046,4807
2234,4808
4801,4809
1623,4810
5666,4811
5133,4812
3077,4813
3399,4814
4346,4815
4925,4816
3709,4817
3416,4818
2277,4819
5150,4820
35,4821
2872,4822
4675,4823
1150,4824
407,4825
2054,4826
2920,4827
373,4828
3130,4829
2582,4830
2910,4831
1224,4832
2267,4833
2184,4834
3720,4835
3372,4836
1185,4837
3676,4838
5339,4839
3589,4840
2668,4841
5482,4842
1184,4843
5241,4844
2207,4845
3838,4846
1387,4847
221,4848
5485,4849
1745,4850
1761,4851
1262,4852
578,4853
5450,4854
725,4855
2592,4856
3546,4857
599,4858
3593,4859
2721,4860
367,4861
3833,4862
3243,4863
1292,4864
2485,4865
3527,4866
2432,4867
1485,4868
1934,4869
2727,4870
686,4871
1420,4872
5488,4873
1787,4874
171,4875
5145,4876
3943,4877
1363,4878
2621,4879
565,4880
4866,4881
4892,4882
5088,4883
1670,4884
1667,4885
1,4886
1662,4887
1279,4888
1341,4889
2285,4890
3163,4891
548,4892
4908,4893
1850,4894
378,4895
377,4896
3903,4897
74,4898
927,4899
4113,4900
982,4901
1452,4902
3495,4903
5147,4904
158,4905
2809,4906
332,4907
706,4908
3550,4909
4360,4910
3066,4911
4173,4912
4030,4913
72,4914
1291,4915
5552,4916
3367,4917
2066,4918
3325,4919
1249,4920
5848,4921
2722,4922
2733,4923
2495,4924
380,4925
947,4926
5844,4927
3010,4928
2928,4929
4146,4930
5385,4931
3808,4932
5061,4933
2318,4934
3003,4935
2678,4936
5338,4937
1697,4938
2644,4939
43,4940
5032,4941
2922,4942
4403,4943
4404,4944
3525,4945
1234,4946
5186,4947
848,4948
130,4949
